Record_id,Date,Year_month,Country,Region,Facility_id,Facility_type,Service_type,Client_age_group,Client_gender,Visit_volume,Direct_cost_usd,Indirect_cost_usd,Total_cost_usd,Social_value_per_visit,Social_value_usd,Roi,Cumulative_visits,Region_lat,Region_lon
1335,2025-06-27,2025-06,Kenya,Nairobi,Ken_Nai_Ho_5,Hospital,Post-abortion Care,45+,Male,2,120,37 ,157 ,"1,500 ","3,000 ",18.1 ,147,-1.2864,36.8172
3696,2025-08-11,2025-08,Kenya,Nairobi,Ken_Nai_Ho_5,Hospital,Maternal Health,35-44,Female,16,720,472 ,"1,192 ",800 ,"12,800 ",9.7 ,163,-1.2864,36.8172
5910,2025-09-08,2025-09,Kenya,Nairobi,Ken_Nai_Ho_5,Hospital,Child Immunization,35-44,Male,34,408,487 ,895 ,250 ,"8,500 ",8.5 ,197,-1.2864,36.8172
4628,2025-09-12,2025-09,Kenya,Nairobi,Ken_Nai_Ho_5,Hospital,Child Immunization,45+,Male,31,372,375 ,747 ,250 ,"7,750 ",9.4 ,228,-1.2864,36.8172
6867,2025-11-24,2025-11,Kenya,Nairobi,Ken_Nai_Ho_5,Hospital,Malaria Prevention,15-24,Male,20,160,337 ,497 ,180 ,"3,600 ",6.2 ,248,-1.2864,36.8172
6964,2025-12-27,2025-12,Kenya,Nairobi,Ken_Nai_Ho_5,Hospital,HIV Testing,25-34,Male,11,220,268 ,488 ,300 ,"3,300 ",5.8 ,259,-1.2864,36.8172
2618,2026-01-05,2026-01,Kenya,Nairobi,Ken_Nai_Ho_5,Hospital,Malaria Prevention,35-44,Male,17,136,228 ,364 ,180 ,"3,060 ",7.4 ,276,-1.2864,36.8172
6377,2026-03-11,2026-03,Kenya,Nairobi,Ken_Nai_Ho_5,Hospital,Family Planning,35-44,Male,32,480,227 ,707 ,120 ,"3,840 ",4.4 ,308,-1.2864,36.8172
2132,2026-03-17,2026-03,Kenya,Nairobi,Ken_Nai_Ho_5,Hospital,Family Planning,45+,Female,32,480,631 ,"1,111 ",120 ,"3,840 ",2.5 ,340,-1.2864,36.8172
3339,2026-04-02,2026-04,Kenya,Nairobi,Ken_Nai_Ho_5,Hospital,Maternal Health,15-24,Female,20,900,158 ,"1,058 ",800 ,"16,000 ",14.1 ,360,-1.2864,36.8172
157,2026-04-22,2026-04,Kenya,Nairobi,Ken_Nai_Ho_5,Hospital,HIV Testing,25-34,Female,11,220,176 ,396 ,300 ,"3,300 ",7.3 ,371,-1.2864,36.8172
4007,2026-05-10,2026-05,Kenya,Nairobi,Ken_Nai_Ho_5,Hospital,HIV Testing,35-44,Female,9,180,119 ,299 ,300 ,"2,700 ",8.0 ,380,-1.2864,36.8172
1405,2026-05-27,2026-05,Kenya,Nairobi,Ken_Nai_Ho_5,Hospital,Malaria Prevention,35-44,Male,20,160,213 ,373 ,180 ,"3,600 ",8.7 ,400,-1.2864,36.8172
800,2025-01-01,2025-01,Kenya,Nairobi,Ken_Nai_Ho_6,Hospital,Child Immunization,25-34,Male,29,348,353 ,701 ,250 ,"7,250 ",9.3 ,29,-1.2864,36.8172
5489,2025-02-03,2025-02,Kenya,Nairobi,Ken_Nai_Ho_6,Hospital,Post-abortion Care,35-44,Female,4,240,93 ,333 ,"1,500 ","6,000 ",17.0 ,33,-1.2864,36.8172
8560,2025-02-15,2025-02,Kenya,Nairobi,Ken_Nai_Ho_6,Hospital,Child Immunization,15-24,Female,24,288,493 ,781 ,250 ,"6,000 ",6.7 ,57,-1.2864,36.8172
1763,2025-05-23,2025-05,Kenya,Nairobi,Ken_Nai_Ho_6,Hospital,Family Planning,35-44,Male,32,480,341 ,821 ,120 ,"3,840 ",3.7 ,89,-1.2864,36.8172
1726,2025-06-06,2025-06,Kenya,Nairobi,Ken_Nai_Ho_6,Hospital,Family Planning,15-24,Male,22,330,124 ,454 ,120 ,"2,640 ",4.8 ,111,-1.2864,36.8172
5838,2025-06-06,2025-06,Kenya,Nairobi,Ken_Nai_Ho_6,Hospital,Maternal Health,15-24,Male,10,450,187 ,637 ,800 ,"8,000 ",11.6 ,121,-1.2864,36.8172
3830,2025-06-19,2025-06,Kenya,Nairobi,Ken_Nai_Ho_6,Hospital,HIV Testing,35-44,Male,9,180,213 ,393 ,300 ,"2,700 ",5.9 ,130,-1.2864,36.8172
3004,2025-06-26,2025-06,Kenya,Nairobi,Ken_Nai_Ho_6,Hospital,Family Planning,15-24,Male,30,450,555 ,"1,005 ",120 ,"3,600 ",2.6 ,160,-1.2864,36.8172
3364,2025-08-24,2025-08,Kenya,Nairobi,Ken_Nai_Ho_6,Hospital,Family Planning,25-34,Female,28,420,318 ,738 ,120 ,"3,360 ",3.6 ,188,-1.2864,36.8172
7507,2025-09-19,2025-09,Kenya,Nairobi,Ken_Nai_Ho_6,Hospital,Child Immunization,45+,Male,39,468,889 ,"1,357 ",250 ,"9,750 ",6.2 ,227,-1.2864,36.8172
5865,2025-10-04,2025-10,Kenya,Nairobi,Ken_Nai_Ho_6,Hospital,Post-abortion Care,15-24,Female,4,240,102 ,342 ,"1,500 ","6,000 ",16.5 ,231,-1.2864,36.8172
5347,2025-11-01,2025-11,Kenya,Nairobi,Ken_Nai_Ho_6,Hospital,HIV Testing,35-44,Male,12,240,210 ,450 ,300 ,"3,600 ",7.0 ,243,-1.2864,36.8172
8493,2025-11-23,2025-11,Kenya,Nairobi,Ken_Nai_Ho_6,Hospital,HIV Testing,25-34,Female,14,280,228 ,508 ,300 ,"4,200 ",7.3 ,257,-1.2864,36.8172
3912,2025-12-04,2025-12,Kenya,Nairobi,Ken_Nai_Ho_6,Hospital,Child Immunization,25-34,Female,29,348,521 ,869 ,250 ,"7,250 ",7.3 ,286,-1.2864,36.8172
6721,2025-12-23,2025-12,Kenya,Nairobi,Ken_Nai_Ho_6,Hospital,Malaria Prevention,35-44,Male,17,136,89 ,225 ,180 ,"3,060 ",12.6 ,303,-1.2864,36.8172
2305,2026-02-09,2026-02,Kenya,Nairobi,Ken_Nai_Ho_6,Hospital,Family Planning,45+,Female,26,390,561 ,951 ,120 ,"3,120 ",2.3 ,329,-1.2864,36.8172
7408,2026-02-24,2026-02,Kenya,Nairobi,Ken_Nai_Ho_6,Hospital,Post-abortion Care,15-24,Female,5,300,29 ,329 ,"1,500 ","7,500 ",21.8 ,334,-1.2864,36.8172
5154,2026-04-08,2026-04,Kenya,Nairobi,Ken_Nai_Ho_6,Hospital,Maternal Health,25-34,Female,16,720,209 ,929 ,800 ,"12,800 ",12.8 ,350,-1.2864,36.8172
982,2026-04-26,2026-04,Kenya,Nairobi,Ken_Nai_Ho_6,Hospital,Post-abortion Care,45+,Male,6,360,93 ,453 ,"1,500 ","9,000 ",18.9 ,356,-1.2864,36.8172
4963,2025-01-12,2025-01,Kenya,Nairobi,Ken_Nai_Ho_7,Hospital,Malaria Prevention,15-24,Male,16,128,130 ,258 ,180 ,"2,880 ",10.1 ,16,-1.2864,36.8172
2448,2025-02-15,2025-02,Kenya,Nairobi,Ken_Nai_Ho_7,Hospital,Malaria Prevention,15-24,Male,14,112,318 ,430 ,180 ,"2,520 ",4.9 ,30,-1.2864,36.8172
627,2025-04-02,2025-04,Kenya,Nairobi,Ken_Nai_Ho_7,Hospital,Family Planning,45+,Female,37,555,"1,063 ","1,618 ",120 ,"4,440 ",1.7 ,67,-1.2864,36.8172
2971,2025-04-10,2025-04,Kenya,Nairobi,Ken_Nai_Ho_7,Hospital,Malaria Prevention,35-44,Male,16,128,123 ,251 ,180 ,"2,880 ",10.5 ,83,-1.2864,36.8172
2578,2025-05-17,2025-05,Kenya,Nairobi,Ken_Nai_Ho_7,Hospital,Maternal Health,45+,Female,24,1080,371 ,"1,451 ",800 ,"19,200 ",12.2 ,107,-1.2864,36.8172
5943,2025-05-24,2025-05,Kenya,Nairobi,Ken_Nai_Ho_7,Hospital,Child Immunization,35-44,Female,22,264,291 ,555 ,250 ,"5,500 ",8.9 ,129,-1.2864,36.8172
3577,2025-06-02,2025-06,Kenya,Nairobi,Ken_Nai_Ho_7,Hospital,Child Immunization,45+,Male,26,312,581 ,893 ,250 ,"6,500 ",6.3 ,155,-1.2864,36.8172
1980,2025-06-15,2025-06,Kenya,Nairobi,Ken_Nai_Ho_7,Hospital,Child Immunization,15-24,Female,38,456,378 ,834 ,250 ,"9,500 ",10.4 ,193,-1.2864,36.8172
1246,2025-06-25,2025-06,Kenya,Nairobi,Ken_Nai_Ho_7,Hospital,Malaria Prevention,45+,Male,20,160,446 ,606 ,180 ,"3,600 ",4.9 ,213,-1.2864,36.8172
5273,2025-06-26,2025-06,Kenya,Nairobi,Ken_Nai_Ho_7,Hospital,Child Immunization,45+,Male,37,444,"1,022 ","1,466 ",250 ,"9,250 ",5.3 ,250,-1.2864,36.8172
5030,2025-07-27,2025-07,Kenya,Nairobi,Ken_Nai_Ho_7,Hospital,HIV Testing,25-34,Female,8,160,194 ,354 ,300 ,"2,400 ",5.8 ,258,-1.2864,36.8172
3674,2025-08-03,2025-08,Kenya,Nairobi,Ken_Nai_Ho_7,Hospital,HIV Testing,45+,Female,8,160,88 ,248 ,300 ,"2,400 ",8.7 ,266,-1.2864,36.8172
494,2025-09-08,2025-09,Kenya,Nairobi,Ken_Nai_Ho_7,Hospital,Family Planning,45+,Male,16,240,233 ,473 ,120 ,"1,920 ",3.1 ,282,-1.2864,36.8172
3938,2025-11-15,2025-11,Kenya,Nairobi,Ken_Nai_Ho_7,Hospital,HIV Testing,35-44,Female,13,260,240 ,500 ,300 ,"3,900 ",6.8 ,295,-1.2864,36.8172
2080,2025-12-18,2025-12,Kenya,Nairobi,Ken_Nai_Ho_7,Hospital,HIV Testing,35-44,Male,4,80,102 ,182 ,300 ,"1,200 ",5.6 ,299,-1.2864,36.8172
1797,2025-12-28,2025-12,Kenya,Nairobi,Ken_Nai_Ho_7,Hospital,HIV Testing,35-44,Male,13,260,102 ,362 ,300 ,"3,900 ",9.8 ,312,-1.2864,36.8172
6314,2026-01-05,2026-01,Kenya,Nairobi,Ken_Nai_Ho_7,Hospital,Maternal Health,15-24,Male,21,945,514 ,"1,459 ",800 ,"16,800 ",10.5 ,333,-1.2864,36.8172
5271,2026-01-17,2026-01,Kenya,Nairobi,Ken_Nai_Ho_7,Hospital,Family Planning,25-34,Male,21,315,454 ,769 ,120 ,"2,520 ",2.3 ,354,-1.2864,36.8172
1442,2026-02-03,2026-02,Kenya,Nairobi,Ken_Nai_Ho_7,Hospital,Maternal Health,45+,Female,20,900,133 ,"1,033 ",800 ,"16,000 ",14.5 ,374,-1.2864,36.8172
1059,2026-02-21,2026-02,Kenya,Nairobi,Ken_Nai_Ho_7,Hospital,Maternal Health,25-34,Male,15,675,186 ,861 ,800 ,"12,000 ",12.9 ,389,-1.2864,36.8172
1000,2026-02-26,2026-02,Kenya,Nairobi,Ken_Nai_Ho_7,Hospital,Family Planning,15-24,Male,26,390,358 ,748 ,120 ,"3,120 ",3.2 ,415,-1.2864,36.8172
4604,2025-04-07,2025-04,Kenya,Nairobi,Ken_Nai_Ho_8,Hospital,Child Immunization,15-24,Male,24,288,294 ,582 ,250 ,"6,000 ",9.3 ,24,-1.2864,36.8172
6519,2025-04-30,2025-04,Kenya,Nairobi,Ken_Nai_Ho_8,Hospital,Child Immunization,35-44,Female,36,432,319 ,751 ,250 ,"9,000 ",11.0 ,60,-1.2864,36.8172
8502,2025-04-30,2025-04,Kenya,Nairobi,Ken_Nai_Ho_8,Hospital,Child Immunization,25-34,Male,28,336,381 ,717 ,250 ,"7,000 ",8.8 ,88,-1.2864,36.8172
2204,2025-05-27,2025-05,Kenya,Nairobi,Ken_Nai_Ho_8,Hospital,Malaria Prevention,15-24,Female,17,136,154 ,290 ,180 ,"3,060 ",9.6 ,105,-1.2864,36.8172
5046,2025-05-29,2025-05,Kenya,Nairobi,Ken_Nai_Ho_8,Hospital,Maternal Health,35-44,Female,20,900,226 ,"1,126 ",800 ,"16,000 ",13.2 ,125,-1.2864,36.8172
4289,2025-06-16,2025-06,Kenya,Nairobi,Ken_Nai_Ho_8,Hospital,HIV Testing,25-34,Male,8,160,130 ,290 ,300 ,"2,400 ",7.3 ,133,-1.2864,36.8172
371,2025-08-05,2025-08,Kenya,Nairobi,Ken_Nai_Ho_8,Hospital,Maternal Health,15-24,Male,19,855,529 ,"1,384 ",800 ,"15,200 ",10.0 ,152,-1.2864,36.8172
1126,2025-08-11,2025-08,Kenya,Nairobi,Ken_Nai_Ho_8,Hospital,Malaria Prevention,25-34,Male,21,168,195 ,363 ,180 ,"3,780 ",9.4 ,173,-1.2864,36.8172
7640,2025-08-19,2025-08,Kenya,Nairobi,Ken_Nai_Ho_8,Hospital,Family Planning,25-34,Male,25,375,137 ,512 ,120 ,"3,000 ",4.9 ,198,-1.2864,36.8172
4272,2025-11-23,2025-11,Kenya,Nairobi,Ken_Nai_Ho_8,Hospital,HIV Testing,35-44,Male,9,180,251 ,431 ,300 ,"2,700 ",5.3 ,207,-1.2864,36.8172
8309,2025-11-24,2025-11,Kenya,Nairobi,Ken_Nai_Ho_8,Hospital,Family Planning,15-24,Female,34,510,376 ,886 ,120 ,"4,080 ",3.6 ,241,-1.2864,36.8172
612,2025-11-26,2025-11,Kenya,Nairobi,Ken_Nai_Ho_8,Hospital,Child Immunization,25-34,Female,30,360,658 ,"1,018 ",250 ,"7,500 ",6.4 ,271,-1.2864,36.8172
8105,2026-03-17,2026-03,Kenya,Nairobi,Ken_Nai_Ho_8,Hospital,Post-abortion Care,35-44,Female,5,300,58 ,358 ,"1,500 ","7,500 ",19.9 ,276,-1.2864,36.8172
2386,2026-03-21,2026-03,Kenya,Nairobi,Ken_Nai_Ho_8,Hospital,Malaria Prevention,25-34,Female,16,128,317 ,445 ,180 ,"2,880 ",5.5 ,292,-1.2864,36.8172
2681,2026-04-30,2026-04,Kenya,Nairobi,Ken_Nai_Ho_8,Hospital,Child Immunization,15-24,Male,25,300,342 ,642 ,250 ,"6,250 ",8.7 ,317,-1.2864,36.8172
6940,2026-05-29,2026-05,Kenya,Nairobi,Ken_Nai_Ho_8,Hospital,Family Planning,45+,Male,21,315,609 ,924 ,120 ,"2,520 ",1.7 ,338,-1.2864,36.8172
3249,2025-01-09,2025-01,Kenya,Nairobi,Ken_Nai_Mo_1,Mobile Unit,Child Immunization,35-44,Male,6,72,106 ,178 ,250 ,"1,500 ",7.4 ,6,-1.2864,36.8172
7496,2025-01-27,2025-01,Kenya,Nairobi,Ken_Nai_Mo_1,Mobile Unit,HIV Testing,45+,Female,2,40,25 ,65 ,300 ,600 ,8.2 ,8,-1.2864,36.8172
4115,2025-03-09,2025-03,Kenya,Nairobi,Ken_Nai_Mo_1,Mobile Unit,Post-abortion Care,25-34,Female,3,180,39 ,219 ,"1,500 ","4,500 ",19.6 ,11,-1.2864,36.8172
4742,2025-04-01,2025-04,Kenya,Nairobi,Ken_Nai_Mo_1,Mobile Unit,Family Planning,25-34,Male,5,75,26 ,101 ,120 ,600 ,4.9 ,16,-1.2864,36.8172
4004,2025-04-07,2025-04,Kenya,Nairobi,Ken_Nai_Mo_1,Mobile Unit,HIV Testing,15-24,Female,3,60,47 ,107 ,300 ,900 ,7.4 ,19,-1.2864,36.8172
8323,2025-05-06,2025-05,Kenya,Nairobi,Ken_Nai_Mo_1,Mobile Unit,Post-abortion Care,45+,Male,2,120,27 ,147 ,"1,500 ","3,000 ",19.4 ,21,-1.2864,36.8172
2364,2025-05-12,2025-05,Kenya,Nairobi,Ken_Nai_Mo_1,Mobile Unit,Family Planning,25-34,Female,3,45,28 ,73 ,120 ,360 ,3.9 ,24,-1.2864,36.8172
8042,2025-06-02,2025-06,Kenya,Nairobi,Ken_Nai_Mo_1,Mobile Unit,Maternal Health,25-34,Female,6,270,32 ,302 ,800 ,"4,800 ",14.9 ,30,-1.2864,36.8172
8338,2025-06-08,2025-06,Kenya,Nairobi,Ken_Nai_Mo_1,Mobile Unit,Child Immunization,15-24,Male,17,204,505 ,709 ,250 ,"4,250 ",5.0 ,47,-1.2864,36.8172
7032,2025-06-22,2025-06,Kenya,Nairobi,Ken_Nai_Mo_1,Mobile Unit,HIV Testing,25-34,Female,2,40,28 ,68 ,300 ,600 ,7.8 ,49,-1.2864,36.8172
618,2025-06-23,2025-06,Kenya,Nairobi,Ken_Nai_Mo_1,Mobile Unit,Family Planning,35-44,Female,8,120,115 ,235 ,120 ,960 ,3.1 ,57,-1.2864,36.8172
8578,2025-07-05,2025-07,Kenya,Nairobi,Ken_Nai_Mo_1,Mobile Unit,Maternal Health,35-44,Female,5,225,83 ,308 ,800 ,"4,000 ",12.0 ,62,-1.2864,36.8172
1077,2025-08-26,2025-08,Kenya,Nairobi,Ken_Nai_Mo_1,Mobile Unit,Child Immunization,35-44,Male,7,84,136 ,220 ,250 ,"1,750 ",6.9 ,69,-1.2864,36.8172
5395,2025-09-12,2025-09,Kenya,Nairobi,Ken_Nai_Mo_1,Mobile Unit,HIV Testing,35-44,Male,2,40,31 ,71 ,300 ,600 ,7.4 ,71,-1.2864,36.8172
1346,2025-09-16,2025-09,Kenya,Nairobi,Ken_Nai_Mo_1,Mobile Unit,Malaria Prevention,45+,Female,4,32,114 ,146 ,180 ,720 ,3.9 ,75,-1.2864,36.8172
356,2025-11-02,2025-11,Kenya,Nairobi,Ken_Nai_Mo_1,Mobile Unit,Post-abortion Care,45+,Male,1,60,11 ,71 ,"1,500 ","1,500 ",20.1 ,76,-1.2864,36.8172
1314,2025-12-15,2025-12,Kenya,Nairobi,Ken_Nai_Mo_1,Mobile Unit,Post-abortion Care,25-34,Male,1,60,6 ,66 ,"1,500 ","1,500 ",21.9 ,77,-1.2864,36.8172
2098,2026-02-03,2026-02,Kenya,Nairobi,Ken_Nai_Mo_1,Mobile Unit,Child Immunization,25-34,Female,6,72,99 ,171 ,250 ,"1,500 ",7.8 ,83,-1.2864,36.8172
2539,2026-02-03,2026-02,Kenya,Nairobi,Ken_Nai_Mo_1,Mobile Unit,Child Immunization,35-44,Male,12,144,174 ,318 ,250 ,"3,000 ",8.4 ,95,-1.2864,36.8172
4459,2026-02-16,2026-02,Kenya,Nairobi,Ken_Nai_Mo_1,Mobile Unit,Malaria Prevention,35-44,Female,5,40,149 ,189 ,180 ,900 ,3.8 ,100,-1.2864,36.8172
7393,2026-02-21,2026-02,Kenya,Nairobi,Ken_Nai_Mo_1,Mobile Unit,HIV Testing,25-34,Female,3,60,88 ,148 ,300 ,900 ,5.1 ,103,-1.2864,36.8172
7345,2026-03-09,2026-03,Kenya,Nairobi,Ken_Nai_Mo_1,Mobile Unit,Child Immunization,15-24,Male,6,72,120 ,192 ,250 ,"1,500 ",6.8 ,109,-1.2864,36.8172
5720,2026-03-14,2026-03,Kenya,Nairobi,Ken_Nai_Mo_1,Mobile Unit,Family Planning,35-44,Male,12,180,124 ,304 ,120 ,"1,440 ",3.7 ,121,-1.2864,36.8172
7155,2026-03-26,2026-03,Kenya,Nairobi,Ken_Nai_Mo_1,Mobile Unit,Family Planning,45+,Male,10,150,68 ,218 ,120 ,"1,200 ",4.5 ,131,-1.2864,36.8172
2799,2026-04-30,2026-04,Kenya,Nairobi,Ken_Nai_Mo_1,Mobile Unit,Maternal Health,45+,Female,4,180,66 ,246 ,800 ,"3,200 ",12.0 ,135,-1.2864,36.8172
4667,2026-05-07,2026-05,Kenya,Nairobi,Ken_Nai_Mo_1,Mobile Unit,Post-abortion Care,45+,Male,3,180,21 ,201 ,"1,500 ","4,500 ",21.4 ,138,-1.2864,36.8172
8327,2026-05-14,2026-05,Kenya,Nairobi,Ken_Nai_Mo_1,Mobile Unit,HIV Testing,15-24,Male,8,160,236 ,396 ,300 ,"2,400 ",5.1 ,146,-1.2864,36.8172
4200,2026-05-25,2026-05,Kenya,Nairobi,Ken_Nai_Mo_1,Mobile Unit,Maternal Health,45+,Female,3,135,43 ,178 ,800 ,"2,400 ",12.4 ,149,-1.2864,36.8172
2409,2025-01-30,2025-01,Kenya,Nairobi,Ken_Nai_Mo_2,Mobile Unit,Malaria Prevention,45+,Female,1,8,14 ,22 ,180 ,180 ,7.1 ,1,-1.2864,36.8172
5641,2025-02-16,2025-02,Kenya,Nairobi,Ken_Nai_Mo_2,Mobile Unit,Malaria Prevention,25-34,Male,7,56,75 ,131 ,180 ,"1,260 ",8.6 ,8,-1.2864,36.8172
6265,2025-02-21,2025-02,Kenya,Nairobi,Ken_Nai_Mo_2,Mobile Unit,Post-abortion Care,25-34,Male,2,120,30 ,150 ,"1,500 ","3,000 ",19.0 ,10,-1.2864,36.8172
4429,2025-03-26,2025-03,Kenya,Nairobi,Ken_Nai_Mo_2,Mobile Unit,Maternal Health,25-34,Male,2,90,36 ,126 ,800 ,"1,600 ",11.7 ,12,-1.2864,36.8172
7372,2025-04-12,2025-04,Kenya,Nairobi,Ken_Nai_Mo_2,Mobile Unit,HIV Testing,35-44,Female,2,40,21 ,61 ,300 ,600 ,8.8 ,14,-1.2864,36.8172
8347,2025-05-10,2025-05,Kenya,Nairobi,Ken_Nai_Mo_2,Mobile Unit,Post-abortion Care,15-24,Male,2,120,38 ,158 ,"1,500 ","3,000 ",18.0 ,16,-1.2864,36.8172
2385,2025-05-23,2025-05,Kenya,Nairobi,Ken_Nai_Mo_2,Mobile Unit,HIV Testing,45+,Female,2,40,30 ,70 ,300 ,600 ,7.6 ,18,-1.2864,36.8172
7896,2025-06-26,2025-06,Kenya,Nairobi,Ken_Nai_Mo_2,Mobile Unit,Child Immunization,35-44,Female,7,84,109 ,193 ,250 ,"1,750 ",8.1 ,25,-1.2864,36.8172
6585,2025-08-03,2025-08,Kenya,Nairobi,Ken_Nai_Mo_2,Mobile Unit,Malaria Prevention,35-44,Male,5,40,84 ,124 ,180 ,900 ,6.3 ,30,-1.2864,36.8172
3604,2025-08-25,2025-08,Kenya,Nairobi,Ken_Nai_Mo_2,Mobile Unit,Post-abortion Care,15-24,Female,2,120,39 ,159 ,"1,500 ","3,000 ",17.9 ,32,-1.2864,36.8172
1021,2025-09-02,2025-09,Kenya,Nairobi,Ken_Nai_Mo_2,Mobile Unit,Post-abortion Care,45+,Female,1,60,25 ,85 ,"1,500 ","1,500 ",16.7 ,33,-1.2864,36.8172
7857,2025-09-28,2025-09,Kenya,Nairobi,Ken_Nai_Mo_2,Mobile Unit,Child Immunization,25-34,Female,12,144,296 ,440 ,250 ,"3,000 ",5.8 ,45,-1.2864,36.8172
2064,2025-10-01,2025-10,Kenya,Nairobi,Ken_Nai_Mo_2,Mobile Unit,Maternal Health,35-44,Male,4,180,62 ,242 ,800 ,"3,200 ",12.2 ,49,-1.2864,36.8172
7957,2025-10-02,2025-10,Kenya,Nairobi,Ken_Nai_Mo_2,Mobile Unit,Post-abortion Care,15-24,Female,2,120,15 ,135 ,"1,500 ","3,000 ",21.2 ,51,-1.2864,36.8172
7842,2025-10-31,2025-10,Kenya,Nairobi,Ken_Nai_Mo_2,Mobile Unit,Maternal Health,25-34,Female,3,135,45 ,180 ,800 ,"2,400 ",12.3 ,54,-1.2864,36.8172
2149,2025-11-26,2025-11,Kenya,Nairobi,Ken_Nai_Mo_2,Mobile Unit,Post-abortion Care,45+,Male,2,120,38 ,158 ,"1,500 ","3,000 ",18.0 ,56,-1.2864,36.8172
1353,2025-12-09,2025-12,Kenya,Nairobi,Ken_Nai_Mo_2,Mobile Unit,HIV Testing,25-34,Female,3,60,51 ,111 ,300 ,900 ,7.1 ,59,-1.2864,36.8172
7305,2026-01-27,2026-01,Kenya,Nairobi,Ken_Nai_Mo_2,Mobile Unit,Maternal Health,25-34,Male,4,180,98 ,278 ,800 ,"3,200 ",10.5 ,63,-1.2864,36.8172
5098,2026-02-07,2026-02,Kenya,Nairobi,Ken_Nai_Mo_2,Mobile Unit,Malaria Prevention,25-34,Male,4,32,95 ,127 ,180 ,720 ,4.7 ,67,-1.2864,36.8172
1972,2026-02-11,2026-02,Kenya,Nairobi,Ken_Nai_Mo_2,Mobile Unit,Maternal Health,45+,Male,3,135,51 ,186 ,800 ,"2,400 ",11.9 ,70,-1.2864,36.8172
923,2026-04-22,2026-04,Kenya,Nairobi,Ken_Nai_Mo_2,Mobile Unit,Malaria Prevention,15-24,Female,4,32,100 ,132 ,180 ,720 ,4.5 ,74,-1.2864,36.8172
6155,2026-05-26,2026-05,Kenya,Nairobi,Ken_Nai_Mo_2,Mobile Unit,HIV Testing,45+,Female,7,140,181 ,321 ,300 ,"2,100 ",5.6 ,81,-1.2864,36.8172
8381,2025-01-21,2025-01,Kenya,Nairobi,Ken_Nai_Mo_3,Mobile Unit,Family Planning,45+,Female,7,105,53 ,158 ,120 ,840 ,4.3 ,7,-1.2864,36.8172
2725,2025-01-25,2025-01,Kenya,Nairobi,Ken_Nai_Mo_3,Mobile Unit,Malaria Prevention,15-24,Female,6,48,78 ,126 ,180 ,"1,080 ",7.5 ,13,-1.2864,36.8172
8552,2025-03-04,2025-03,Kenya,Nairobi,Ken_Nai_Mo_3,Mobile Unit,Maternal Health,25-34,Female,6,270,163 ,433 ,800 ,"4,800 ",10.1 ,19,-1.2864,36.8172
5310,2025-04-24,2025-04,Kenya,Nairobi,Ken_Nai_Mo_3,Mobile Unit,Maternal Health,35-44,Male,8,360,198 ,558 ,800 ,"6,400 ",10.5 ,27,-1.2864,36.8172
5748,2025-05-01,2025-05,Kenya,Nairobi,Ken_Nai_Mo_3,Mobile Unit,Maternal Health,35-44,Female,3,135,22 ,157 ,800 ,"2,400 ",14.3 ,30,-1.2864,36.8172
7929,2025-05-04,2025-05,Kenya,Nairobi,Ken_Nai_Mo_3,Mobile Unit,Child Immunization,15-24,Female,9,108,202 ,310 ,250 ,"2,250 ",6.3 ,39,-1.2864,36.8172
6061,2025-05-21,2025-05,Kenya,Nairobi,Ken_Nai_Mo_3,Mobile Unit,Family Planning,45+,Female,12,180,207 ,387 ,120 ,"1,440 ",2.7 ,51,-1.2864,36.8172
3728,2025-05-29,2025-05,Kenya,Nairobi,Ken_Nai_Mo_3,Mobile Unit,Post-abortion Care,25-34,Male,3,180,21 ,201 ,"1,500 ","4,500 ",21.4 ,54,-1.2864,36.8172
1143,2025-07-03,2025-07,Kenya,Nairobi,Ken_Nai_Mo_3,Mobile Unit,Post-abortion Care,35-44,Female,5,300,63 ,363 ,"1,500 ","7,500 ",19.7 ,59,-1.2864,36.8172
1867,2025-07-20,2025-07,Kenya,Nairobi,Ken_Nai_Mo_3,Mobile Unit,Child Immunization,45+,Female,11,132,207 ,339 ,250 ,"2,750 ",7.1 ,70,-1.2864,36.8172
8956,2025-07-31,2025-07,Kenya,Nairobi,Ken_Nai_Mo_3,Mobile Unit,Post-abortion Care,35-44,Male,1,60,29 ,89 ,"1,500 ","1,500 ",15.8 ,71,-1.2864,36.8172
888,2025-10-01,2025-10,Kenya,Nairobi,Ken_Nai_Mo_3,Mobile Unit,Child Immunization,25-34,Female,10,120,108 ,228 ,250 ,"2,500 ",10.0 ,81,-1.2864,36.8172
889,2026-01-03,2026-01,Kenya,Nairobi,Ken_Nai_Mo_3,Mobile Unit,Family Planning,45+,Female,6,90,105 ,195 ,120 ,720 ,2.7 ,87,-1.2864,36.8172
5682,2026-01-26,2026-01,Kenya,Nairobi,Ken_Nai_Mo_3,Mobile Unit,Post-abortion Care,45+,Male,2,120,43 ,163 ,"1,500 ","3,000 ",17.4 ,89,-1.2864,36.8172
6638,2026-02-25,2026-02,Kenya,Nairobi,Ken_Nai_Mo_3,Mobile Unit,Malaria Prevention,35-44,Female,3,24,37 ,61 ,180 ,540 ,7.9 ,92,-1.2864,36.8172
4196,2026-02-27,2026-02,Kenya,Nairobi,Ken_Nai_Mo_3,Mobile Unit,Family Planning,45+,Female,6,90,74 ,164 ,120 ,720 ,3.4 ,98,-1.2864,36.8172
